date_key	buyer_code_sahamdari	buyer_code_melli	buyer_mahal_sodoor	type_of_buyer	buyer_broker_name	buyer_broker_code	seller_code_sahamdari	seller_code_melli	seller_mahal_sodoor	type_of_seller	seller_broker_name	seller_broker_code	number_of_units	price
14020302	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	91	19880
14020302	xxxx	yyyy	نهاوند	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	1000	19670
14020302	xxxx	yyyy	نهاوند	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	1000	19670
14020302	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	985	19670
14020301	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	1000	19390
14020301	xxxx	yyyy	شیراز	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌3-پویااندیش	Jk	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	1200	19390
14020303	xxxx	yyyy	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	500	19760
14020302	xxxx	yyyy	تهران	حقوقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	1000	19690
14020301	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	1000	19400
14020301	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	2000	19400
14020301	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	1000	19380
14020301	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	500	19380
14020302	xxxx	yyyy	تهران	حقوقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	1000	19860
14020301	xxxx	yyyy	76/س‌/02	حقوقی ایرانی	مشتری‌الکترونیکی‌فارابی‌2-سوشیانت	tm	ssss	zzzz	لار	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	1000	19400
14020302	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	کاشمر	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	2	19750
14020302	xxxx	yyyy	خوی	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	500	19900
14020302	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	1850	19900
14020302	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	650	19900
14020303	xxxx	yyyy	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	2500	19470
14020303	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	100	19430
14020303	xxxx	yyyy	سبزوار	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	286	19480
14020303	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	500	19440
14020303	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مهراقتصادایرانیان	6C	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	15304	19430
14020303	xxxx	yyyy	تنکابن	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	620	19480
14020302	xxxx	yyyy	اهواز	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	15551	19610
14020302	xxxx	yyyy	ورامین	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	280	19620
14020301	xxxx	yyyy	شوش	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	355	19240
14020302	xxxx	yyyy	دزفول	حقیقی ایرانی	مشتری‌الکترونیکی‌فارابی‌2-سوشیانت	tm	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	1000	19620
14020302	xxxx	yyyy	دزفول	حقیقی ایرانی	مشتری‌الکترونیکی‌فارابی‌2-سوشیانت	tm	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	238	19610
14020302	xxxx	yyyy	دزفول	حقیقی ایرانی	مشتری‌الکترونیکی‌فارابی‌2-سوشیانت	tm	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	300	19610
14020302	xxxx	yyyy	دزفول	حقیقی ایرانی	مشتری‌الکترونیکی‌فارابی‌2-سوشیانت	tm	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	300	19610
14020301	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	2000	19240
14020301	xxxx	yyyy	خوی	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	1584	19230
14020302	xxxx	yyyy	استان‌قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	509	19620
14020302	xxxx	yyyy	کبودرآهنگ	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	308	19630
14020303	xxxx	yyyy	استانه‌اشرفیه	حقیقی ایرانی	مشتری‌الکترونیکی‌ملل‌پویا	u5	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	350	19480
14020301	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	8061	19220
14020302	xxxx	yyyy	ملکان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	421	19550
14020301	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	دشتستان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	403	19460
14020303	xxxx	yyyy	ملکان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	1000	19450
14020302	xxxx	yyyy	چناران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	1747	19350
14020302	xxxx	yyyy	شیراز	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌3-پویااندیش	Jk	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	2579	19600
14020301	xxxx	yyyy	ارومیه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	4000	19370
14020301	xxxx	yyyy	قم	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	100	19410
14020303	xxxx	yyyy	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	1505	19480
14020302	xxxx	yyyy	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	514	19620
14020301	xxxx	yyyy	دماوند	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	900	19370
14020302	xxxx	yyyy	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌اقتصادبیدار	tf	150	19620
14020301	xxxx	yyyy	هویزه	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	1800	19400
14020302	xxxx	yyyy	تهران	حقوقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	200	19860
14020303	xxxx	yyyy	شهرکرد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	کارگزاری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3l	3	19590
14020302	xxxx	yyyy	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	آمل	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	4	19860
14020302	xxxx	yyyy	همدان	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	ssss	zzzz	کرج	حقیقی ایرانی	مشتری‌الکترونیکی‌فارابی‌2-سوشیانت	tm	569	19560
14020302	xxxx	yyyy	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	بوشهر	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	2	19820
14020301	xxxx	yyyy	استان‌قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	فسا	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	414	19500
14020301	xxxx	yyyy	استان‌قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	فسا	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	31	19500
14020301	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	فسا	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	1000	19490
14020301	xxxx	yyyy	اوز	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	فسا	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	1000	19490
14020301	xxxx	yyyy	اوز	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	فسا	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	24	19490
14020301	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	فسا	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	1000	19470
14020301	xxxx	yyyy	قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌اندیشه‌وبینش‌پیشرو	4S	ssss	zzzz	فسا	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	594	19460
14020301	xxxx	yyyy	قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	فسا	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	2476	19490
14020301	xxxx	yyyy	قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	فسا	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	86	19490
14020301	xxxx	yyyy	قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	فسا	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	469	19500
14020301	xxxx	yyyy	قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	فسا	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	1500	19500
14020302	xxxx	yyyy	کاشان	حقیقی ایرانی	مشتری‌الکترونیکی‌کارآمد	5V	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	2	19880
14020303	xxxx	yyyy	اردبیل	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	4	19800
14020303	xxxx	yyyy	مراغه	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	1527	19620
14020303	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	40923	19610
14020303	xxxx	yyyy	خامنه	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	177	19800
14020303	xxxx	yyyy	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	500	19620
14020303	xxxx	yyyy	سراب	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	400	19630
14020302	xxxx	yyyy	نیشابور	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	همدان	حقیقی ایرانی	مشتری‌الکترونیکی‌توسعه‌معاملات‌کیان	8O	370	19690
14020302	xxxx	yyyy	ورامین	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	همدان	حقیقی ایرانی	مشتری‌الکترونیکی‌توسعه‌معاملات‌کیان	8O	59	19660
14020302	xxxx	yyyy	کازرون	حقیقی ایرانی	مشتری‌الکترونیکی‌ملل‌پویا	u5	ssss	zzzz	همدان	حقیقی ایرانی	مشتری‌الکترونیکی‌توسعه‌معاملات‌کیان	8O	40615	19720
14020302	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	همدان	حقیقی ایرانی	مشتری‌الکترونیکی‌توسعه‌معاملات‌کیان	8O	500	19660
14020302	xxxx	yyyy	گراش	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	همدان	حقیقی ایرانی	مشتری‌الکترونیکی‌توسعه‌معاملات‌کیان	8O	1019	19660
14020302	xxxx	yyyy	اراک	حقیقی ایرانی	مشتری‌الکترونیکی‌اردیبهشت‌ایرانیان	3W	ssss	zzzz	همدان	حقیقی ایرانی	مشتری‌الکترونیکی‌توسعه‌معاملات‌کیان	8O	1050	19730
